ID,Race_Diversity,Income_Diversity,Talent_Index,Young_People,Median_Age,Poverty,Unemployment,Median_Income
14000US06001400100,0.6101679628436583,0.43524767716638213,0.5380228136882129,0.0851557322730285,81,0.014280969777482564,4.298217179902755,177417
14000US06001400200,0.5847268065389422,0.5228189901613325,0.5374264087468461,0.2,107,0.010758196721311475,5.595238095238095,153125
14000US06001400300,0.6232513666623674,0.476969874065292,0.4405003909304144,0.21390374331550802,150,0.05530758781292451,9.0125,85313
14000US06001400400,0.6185253167441895,0.5308190649277329,0.49216300940438873,0.28913929513306164,276,0.030784030784030785,12.610714285714286,99539
14000US06001400500,0.6366579785277157,0.5492279865699972,0.39608695652173914,0.39167556029882605,328,0.037503348513260114,35.42391304347826,83650
14000US06001400600,0.6703740339067338,0.514847534602076,0.39052631578947367,0.3534015653220951,121,0.041666666666666664,22.12121212121212,61597
14000US06001400700,0.6596909545158312,0.48187849380522796,0.24817237398999614,0.29130052724077327,159,0.07776801405975395,49.325,46424
14000US06001400800,0.6706176665932316,0.513052434351974,0.3229045061872519,0.3034797490017114,149,0.05611802140584322,27.37719298245614,61111
14000US06001400900,0.6689033866729834,0.518156852642501,0.2960576194086429,0.2480106100795756,165,0.05430879712746858,27.852941176470587,55691
14000US06001401000,0.6764665882673981,0.45075425065532204,0.24424888065462405,0.3394154690779913,282,0.09120310478654592,41.41984732824427,51073
14000US06001401100,0.6519437490203261,0.5468787747299044,0.4049079754601227,0.3724021266312228,258,0.06718221362977284,44.666666666666664,71205
14000US06001401200,0.6413115857231587,0.5481291547958214,0.4064237183446572,0.3048967100229533,267,0.040879290397223295,18.852459016393443,83208
14000US06001401300,0.6794010099328365,0.4226626277964257,0.2719819635171142,0.3566398390342052,206,0.10059978189749182,31.147540983606557,37123
14000US06001401400,0.6788044014149606,0.36350278437014416,0.14592969472710454,0.28164556962025317,199,0.1321173280749322,370.6666666666667,25985
14000US06001401500,0.6655377780070071,0.43495785457883274,0.2187598363235757,0.3746641074856046,130,0.11669865642994241,34.08571428571429,48903
14000US06001401600,0.6744424789106316,0.44630561937159574,0.23572407492005482,0.34882650713299584,102,0.09479981592268753,56.733333333333334,36544
14000US06001401700,0.6742190827668395,0.5126239114957007,0.3005217391304348,0.3348264277715566,164,0.07845345345345345,20.79245283018868,66308
14000US06001401800,0.6696346823452106,0.36511963746890974,0.2411764705882353,0.3971061093247588,92,0.14040728831725616,76.73684210526316,28185
14000US06001402200,0.6769550907989101,0.46934661764967056,0.21382842509603073,0.3258520365752286,91,0.07429048414023372,61.625,45400
14000US06001402400,0.648529188198653,0.40157850108138615,0.2105907560453015,0.3703570140641904,296,0.09876543209876543,49.979166666666664,33724
14000US06001402500,0.6326161370211932,0.34643036663965365,0.09651162790697675,0.2602291325695581,69,0.16366612111292964,59.57142857142857,23693
14000US06001402600,0.6663734004786203,0.32848217909081656,0.18001204093919326,0.24371069182389937,74,0.20047169811320756,227.6,22955
14000US06001402700,0.6782291280037356,0.4519057838220619,0.20392836510687465,0.408881199538639,82,0.10672853828306264,46.42424242424242,44792
14000US06001402800,0.6738463482762054,0.30692865780434475,0.258252427184466,0.3325434439178515,223,0.23433385992627698,16.17117117117117,17363
14000US06001402900,0.6832239748480644,0.3877674001368251,0.2792642140468227,0.35919540229885055,94,0.17719568567026195,70.47368421052632,28854
14000US06001403000,0.578450319839033,0.30088724389391386,0.14647683397683398,0.18850647300284182,52,0.1761919797916009,125.47826086956522,19490
14000US06001403100,0.6740014065576105,0.435205345077878,0.28952569169960474,0.3219058686809994,56,0.1475988700564972,25.38095238095238,51184
14000US06001403300,0.6577566728551152,0.4601051189326386,0.2907233019434983,0.29358018754508297,315,0.11469103149795624,38.552083333333336,52246
14000US06001403400,0.6773040989815673,0.4862969520354624,0.4091226843760923,0.33555045871559636,287,0.07055568365229421,19.99014778325123,51172
14000US06001403501,0.6836231981687129,0.42814008660607616,0.3269332393870002,0.26944757609921083,203,0.1695342968570773,30.811023622047244,37032
14000US06001403502,0.657471630119054,0.5366564327799265,0.42197957027122224,0.4127823161941374,174,0.07208073041806824,35.05357142857143,67672
14000US06001403600,0.6737810706281645,0.5700932532423425,0.3921124939389041,0.36013470848242474,417,0.028442146089204912,33.338582677165356,70600
14000US06001403701,0.6413476898956196,0.5587828534547672,0.414526588845655,0.3702359346642468,235,0.07363770250368189,97.42307692307692,66086
14000US06001403702,0.6445143984916016,0.5603791151592351,0.44221988057604494,0.33892451899358655,197,0.03206709422792304,23.6625,78266
14000US06001403800,0.6173230755939259,0.5531417656457288,0.49748053137883647,0.3198916641588926,289,0.027685826060788444,13.700460829493087,85313
14000US06001403900,0.6531608133277584,0.573371371049026,0.41833590138674887,0.28923311325545964,260,0.04977145759268664,21.85,73125
14000US06001404000,0.6420657690739994,0.5769182472983595,0.4656366542354822,0.4099590723055935,256,0.04024556616643929,46.45762711864407,77065
14000US06001404101,0.6191645361918501,0.5351852874146604,0.4791100123609394,0.3027925949168497,170,0.0486961985548225,11.785123966942148,86635
14000US06001404102,0.6237808394702149,0.5113508997050318,0.39898688915375446,0.24077112387202626,145,0.07195491980927611,9.852813852813853,77303
14000US06001404200,0.617275774066429,0.4645551980476925,0.5224089635854342,0.06575342465753424,45,0.010665897953300663,5.246240601503759,169519
14000US06001404300,0.6304313811619869,0.4734494530412897,0.5503791982665223,0.14839291078401923,164,0.019825773505557226,4.5531197301854975,193523
14000US06001404400,0.6013148688829341,0.4956966274078667,0.5326358525921299,0.1426720947446336,309,0.02005198663200891,4.9280177187153935,150074
14000US06001404501,0.6158324077633958,0.4696580498866213,0.5750878955298845,0.11710239651416122,44,0.014285714285714285,4.724025974025974,181484
14000US06001404502,0.6097125968603687,0.5268986456144387,0.49415384615384617,0.07144179159726079,193,0.007403294466037387,5.912162162162162,133068
14000US06001404600,0.5992536994727411,0.5103044244093504,0.5013247539742619,0.13434552564987348,184,0.0018433179723502304,5.64741641337386,163322
14000US06001404700,0.5989602383516259,0.5004126495967988,0.5094108019639935,0.12511542012927054,57,0.007386888273314866,5.590759075907591,159107
14000US06001404800,0.6775144581310278,0.5034010427444937,0.3617677286742035,0.20043103448275862,133,0.04382183908045977,10.571428571428571,61875
14000US06001404900,0.6480007393472128,0.5197195298451822,0.4210960032962505,0.12690863579474343,181,0.045306633291614516,12.221804511278195,84375
14000US06001405000,0.6265317781764905,0.4952564917599882,0.4490974729241877,0.15517241379310345,114,0.04876543209876543,7.37037037037037,122237
14000US06001405100,0.6313203657458881,0.47050924009183637,0.5417885499373172,0.07620164126611957,53,0.007268464243845252,4.881751824817519,182153
14000US06001405200,0.6824554734092003,0.5256131463401787,0.3894425412644036,0.36458129044910764,391,0.03745832516179643,21.46698113207547,75417
14000US06001405301,0.6683898921503661,0.5439009942957962,0.383881230116649,0.33977233528803036,262,0.034839599862021384,42.11290322580645,60928
14000US06001405302,0.6843689065875488,0.41263862457550016,0.25286643941741554,0.2698776758409786,120,0.1334097859327217,40.241379310344826,35638
14000US06001405401,0.6861827553141487,0.4550591124005928,0.13520690418234121,0.3498898947883533,145,0.12358444116198916,504.85714285714283,39712
14000US06001405402,0.6818168430237341,0.43543142377408484,0.12576499388004897,0.234949058351343,108,0.10839936608557844,161.0,33555
14000US06001405500,0.6747364276852517,0.4835660833496561,0.23867195656713303,0.3262670565302144,154,0.08747563352826511,119.13793103448276,50225
14000US06001405600,0.6755399446856397,0.5415328044466691,0.34648581997533906,0.2687420584498094,197,0.06512071156289707,45.89655172413793,53063
14000US06001405700,0.6885244872366663,0.513075798184937,0.10708742886704604,0.33612537152121047,161,0.05346860433232794,147.1904761904762,48851
14000US06001405800,0.6774747385678022,0.47289400685563887,0.1386162904808636,0.2459287231531744,143,0.10434989303541717,103.33333333333333,44375
